FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
* 1 M;VERIFIED NUMBER OF ENEMY UNITS; ; ;2400/001;2-4;ANS
* 2 M;VERIFIED UNIT SIZE INDICATOR; ; ;2392/001;2-8;AS
* 3 M;VERIFIED NATIONALITY; ; ;2082/001;3;AS
* 4 M;VERIFIED UNIT ROLE INDICATOR CODE 'A'; ; ;2393/001;3-7;AS
